Violation_ID,Seller_ID,Violation_Date,Violation_Year,Violation_Type,Severity_Level,Violation_Status,Reported_Source,Affected_Order_Count,Penalty_Amount,Fraud_Linked_Flag,Action_Taken,Resolved_Flag
V00250,14,2021-03-11,2021,Product Quality Issue,High,Open,User,4,2155.09,0,No Action,0
V00251,14,2021-03-21,2021,Fraud Suspicion,High,Open,Internal Audit,6,2716.26,1,Listing Removed,0
V00252,14,2021-10-13,2021,Late Fulfillment,High,Open,Compliance Team,6,3305.53,0,Listing Removed,1
V00253,14,2022-06-26,2022,Policy Breach,High,Escalated,System Detection,9,1788.59,1,Seller Suspended,0
V00254,14,2022-09-05,2022,Fraud Suspicion,Critical,Escalated,User,7,6419.82,1,Listing Removed,0
V00255,14,2022-09-03,2022,Regulatory Non-Compliance,Medium,Escalated,System Detection,15,427.14,0,Listing Removed,0
V00256,14,2022-12-12,2022,Policy Breach,High,Open,System Detection,19,2618.37,0,Payout Hold,0
V00257,14,2022-03-04,2022,Policy Breach,Critical,Escalated,Compliance Team,9,5474.52,1,Seller Suspended,0
V00258,14,2023-07-10,2023,Late Fulfillment,Medium,Closed,Compliance Team,4,652.4,0,Listing Removed,1
V00259,14,2024-05-23,2024,Product Quality Issue,Medium,Escalated,User,5,1449.09,0,Payout Hold,0
V00260,14,2025-04-13,2025,Policy Breach,Medium,Closed,User,13,1292.91,0,Warning Issued,1
V00261,15,2021-03-13,2021,Late Fulfillment,Medium,Escalated,System Detection,10,804.23,0,Warning Issued,0
V00262,15,2021-02-17,2021,Late Fulfillment,Low,Closed,User,3,396.25,0,Listing Removed,1
V00263,15,2022-03-03,2022,Fraud Suspicion,High,Escalated,User,14,3848.46,1,Seller Suspended,0
V00264,15,2022-11-15,2022,Listing Misrepresentation,Medium,Closed,User,9,859.13,0,No Action,1
V00265,15,2022-02-24,2022,Product Quality Issue,High,Under Investigation,Compliance Team,16,2994.73,0,Seller Suspended,0
V00266,15,2022-11-04,2022,Fraud Suspicion,Medium,Under Investigation,User,14,884.78,1,Warning Issued,1
V00267,15,2022-02-01,2022,Counterfeit Risk,Critical,Under Investigation,System Detection,3,5750.96,0,Payout Hold,1
V00268,15,2022-12-16,2022,Product Quality Issue,Critical,Under Investigation,User,10,7588.84,0,Payout Hold,0
V00269,15,2023-02-19,2023,Fraud Suspicion,Critical,Under Investigation,System Detection,12,6401.18,1,Seller Suspended,1
V00270,15,2023-01-12,2023,Late Fulfillment,Medium,Open,Compliance Team,7,1256.53,0,Listing Removed,1
V00271,15,2023-04-19,2023,Fraud Suspicion,Critical,Escalated,Compliance Team,4,6509.82,1,Seller Suspended,1
V00272,15,2024-06-08,2024,Late Fulfillment,High,Under Investigation,System Detection,4,2904.42,0,Payout Hold,0
V00273,15,2024-09-21,2024,Listing Misrepresentation,Medium,Under Investigation,Compliance Team,7,1305.9,0,No Action,0
V00274,15,2024-12-26,2024,Fraud Suspicion,Medium,Open,User,10,1049.31,1,No Action,0
V00275,15,2024-07-07,2024,Late Fulfillment,High,Under Investigation,System Detection,18,3687.34,0,Seller Suspended,0
V00276,15,2024-02-07,2024,Product Quality Issue,Critical,Escalated,Internal Audit,8,6662.24,0,Seller Suspended,0
V00277,15,2025-02-03,2025,Fraud Suspicion,High,Escalated,User,4,2020.49,1,Listing Removed,0
V00278,15,2025-12-27,2025,Policy Breach,High,Under Investigation,User,4,3478.4,0,Listing Removed,1
V00279,15,2025-01-16,2025,Fraud Suspicion,High,Under Investigation,Compliance Team,4,2321.07,1,Seller Suspended,0
V00280,15,2025-01-28,2025,Fraud Suspicion,High,Under Investigation,System Detection,19,2742.69,1,Seller Suspended,1
V00281,15,2025-12-09,2025,Regulatory Non-Compliance,Critical,Under Investigation,User,8,7653.07,1,Seller Suspended,1
V00282,16,2021-06-28,2021,Policy Breach,High,Open,System Detection,10,3956.51,0,No Action,0
V00283,16,2021-10-08,2021,Policy Breach,High,Escalated,User,12,2722.78,0,Payout Hold,0
V00284,16,2021-07-03,2021,Late Fulfillment,High,Open,User,13,3602.73,0,Listing Removed,0
V00285,16,2021-12-09,2021,Regulatory Non-Compliance,High,Closed,Compliance Team,5,3828.24,0,Seller Suspended,1
V00286,16,2022-05-18,2022,Product Quality Issue,Medium,Under Investigation,Internal Audit,10,884.94,0,No Action,1
V00287,16,2022-10-11,2022,Policy Breach,Critical,Open,Compliance Team,2,5730.96,0,Seller Suspended,0
V00288,16,2023-12-06,2023,Late Fulfillment,High,Open,Internal Audit,3,2948.22,0,Listing Removed,0
V00289,16,2023-07-19,2023,Policy Breach,Critical,Under Investigation,User,4,3506.44,0,Seller Suspended,0
V00290,16,2023-05-16,2023,Fraud Suspicion,Critical,Escalated,System Detection,10,4368.46,1,Seller Suspended,0
V00291,16,2023-10-02,2023,Counterfeit Risk,Medium,Closed,User,16,730.94,1,Warning Issued,1
V00292,16,2023-10-12,2023,Regulatory Non-Compliance,Medium,Under Investigation,Compliance Team,16,681.56,0,Warning Issued,0
V00293,16,2023-10-06,2023,Policy Breach,Critical,Open,User,10,2666.88,1,Seller Suspended,1
V00294,16,2024-05-10,2024,Counterfeit Risk,High,Closed,User,4,1299.16,0,Listing Removed,1
V00295,16,2024-10-11,2024,Regulatory Non-Compliance,Critical,Under Investigation,User,11,4963.65,0,Payout Hold,0
V00296,16,2024-06-05,2024,Late Fulfillment,Critical,Open,Compliance Team,18,4470.77,0,Payout Hold,1
V00297,16,2025-12-25,2025,Policy Breach,Low,Closed,System Detection,8,192.33,0,No Action,1
V00298,16,2025-09-17,2025,Late Fulfillment,Medium,Under Investigation,User,13,809.88,0,Warning Issued,0
V00299,16,2025-07-13,2025,Late Fulfillment,Low,Under Investigation,User,13,365.8,0,Payout Hold,1
V00300,17,2021-09-27,2021,Fraud Suspicion,Critical,Under Investigation,Internal Audit,12,7451.52,1,Seller Suspended,1
V00301,17,2021-09-01,2021,Fraud Suspicion,High,Escalated,Internal Audit,15,2301.41,1,Payout Hold,0
V00302,17,2021-11-23,2021,Fraud Suspicion,High,Escalated,User,5,1218.89,1,Seller Suspended,0
V00303,17,2022-01-13,2022,Fraud Suspicion,High,Escalated,Compliance Team,12,1721.16,1,Warning Issued,1
V00304,17,2022-07-27,2022,Fraud Suspicion,Critical,Under Investigation,System Detection,4,5793.13,1,Listing Removed,1
V00305,17,2022-11-19,2022,Policy Breach,Medium,Closed,User,12,761.5,0,No Action,1
V00306,17,2023-05-27,2023,Fraud Suspicion,Critical,Under Investigation,User,12,5945.95,1,Seller Suspended,0
V00307,17,2023-11-23,2023,Late Fulfillment,High,Open,User,6,2465.61,0,No Action,1
V00308,17,2023-05-22,2023,Policy Breach,High,Under Investigation,User,13,3566.52,0,Listing Removed,0
V00309,17,2023-04-03,2023,Product Quality Issue,High,Open,User,5,2406.87,0,No Action,1
V00310,17,2023-03-03,2023,Policy Breach,Critical,Under Investigation,User,11,4909.6,0,Seller Suspended,0
V00311,17,2023-09-25,2023,Regulatory Non-Compliance,High,Escalated,User,15,1042.63,0,Warning Issued,0
V00312,17,2024-06-15,2024,Late Fulfillment,High,Under Investigation,User,4,1875.42,0,Listing Removed,0
V00313,17,2024-11-24,2024,Late Fulfillment,Critical,Open,Internal Audit,3,5407.06,0,Payout Hold,1
V00314,17,2024-01-04,2024,Product Quality Issue,Medium,Closed,Compliance Team,7,462.39,0,Payout Hold,1
V00315,17,2024-03-04,2024,Product Quality Issue,Low,Open,Internal Audit,15,232.52,0,Warning Issued,1
V00316,17,2025-10-18,2025,Fraud Suspicion,High,Escalated,User,11,2934.37,1,No Action,0
V00317,17,2025-12-08,2025,Product Quality Issue,Medium,Closed,Internal Audit,7,441.42,0,No Action,1
V00318,17,2025-03-10,2025,Late Fulfillment,Critical,Escalated,Compliance Team,3,2615.15,0,Payout Hold,0
V00319,18,2021-07-05,2021,Listing Misrepresentation,Critical,Under Investigation,User,7,4941.41,0,Seller Suspended,0
V00320,18,2021-07-05,2021,Late Fulfillment,Critical,Escalated,User,11,6701.87,1,Payout Hold,0
V00321,18,2021-03-16,2021,Fraud Suspicion,High,Under Investigation,System Detection,2,3323.73,1,Seller Suspended,0
V00322,18,2021-09-06,2021,Regulatory Non-Compliance,Medium,Open,User,17,959.24,0,Warning Issued,0
V00323,18,2022-11-13,2022,Product Quality Issue,High,Open,Compliance Team,9,1737.1,0,Listing Removed,0
V00324,18,2024-10-17,2024,Product Quality Issue,High,Closed,User,11,1257.25,0,Seller Suspended,1
V00325,18,2024-01-11,2024,Policy Breach,Medium,Escalated,User,10,438.25,0,Warning Issued,0
V00326,18,2024-06-19,2024,Policy Breach,Medium,Under Investigation,Compliance Team,3,629.05,0,Warning Issued,1
V00327,18,2025-07-04,2025,Product Quality Issue,Medium,Closed,Compliance Team,16,1112.45,0,No Action,1
V00328,18,2025-11-05,2025,Counterfeit Risk,Low,Closed,Internal Audit,16,460.28,0,Listing Removed,1
V00329,18,2025-06-15,2025,Late Fulfillment,Critical,Escalated,Compliance Team,15,7370.82,0,Seller Suspended,0
V00330,18,2025-03-20,2025,Listing Misrepresentation,Medium,Closed,User,12,1451.97,0,Seller Suspended,1
V00331,19,2021-06-20,2021,Late Fulfillment,Medium,Escalated,System Detection,14,565.89,0,Listing Removed,1
V00332,19,2022-08-11,2022,Late Fulfillment,Critical,Under Investigation,System Detection,14,7973.03,1,Payout Hold,0
V00333,19,2022-01-05,2022,Policy Breach,Low,Closed,User,15,282.07,0,Warning Issued,1
V00334,19,2022-05-23,2022,Late Fulfillment,High,Under Investigation,User,6,1397.02,0,Seller Suspended,0
V00335,19,2022-05-09,2022,Fraud Suspicion,Medium,Closed,Compliance Team,1,1326.85,1,No Action,1
V00336,19,2023-02-08,2023,Late Fulfillment,Medium,Under Investigation,Compliance Team,1,1223.6,0,No Action,0
V00337,19,2024-10-03,2024,Late Fulfillment,High,Escalated,System Detection,3,3620.2,0,Payout Hold,0
V00338,19,2024-12-05,2024,Late Fulfillment,High,Open,User,17,3854.18,0,Warning Issued,0
V00339,19,2024-01-23,2024,Counterfeit Risk,Medium,Closed,Compliance Team,13,496.62,0,Listing Removed,1
V00340,19,2024-03-16,2024,Late Fulfillment,High,Escalated,User,5,1554.78,0,Warning Issued,0
V00341,19,2024-03-18,2024,Product Quality Issue,Medium,Open,Compliance Team,17,485.25,0,No Action,0
V00342,19,2024-07-21,2024,Fraud Suspicion,Critical,Under Investigation,User,1,4396.17,1,Payout Hold,1
V00343,19,2025-05-25,2025,Fraud Suspicion,High,Closed,System Detection,13,1239.85,1,Seller Suspended,1
V00344,19,2025-01-24,2025,Late Fulfillment,High,Closed,Internal Audit,13,3877.89,0,Payout Hold,1
V00345,19,2025-06-15,2025,Policy Breach,High,Under Investigation,User,16,3072.59,1,Listing Removed,0
V00346,19,2025-07-15,2025,Late Fulfillment,Medium,Closed,System Detection,7,1341.7,0,No Action,1
V00347,19,2025-11-05,2025,Late Fulfillment,High,Open,User,7,1551.73,0,Payout Hold,0
V00348,20,2021-04-01,2021,Product Quality Issue,Low,Closed,User,9,166.6,0,No Action,1
V00349,20,2021-08-14,2021,Product Quality Issue,High,Closed,User,13,2060.11,0,Payout Hold,1
V00350,20,2022-08-20,2022,Late Fulfillment,Low,Escalated,User,4,249.81,0,No Action,0
V00351,20,2022-11-10,2022,Product Quality Issue,Medium,Open,Compliance Team,10,602.37,0,Warning Issued,1
V00352,20,2022-06-19,2022,Policy Breach,Low,Closed,User,4,125.67,0,Warning Issued,1
V00353,20,2023-11-16,2023,Product Quality Issue,High,Open,System Detection,17,1965.5,1,Listing Removed,0
V00354,20,2023-10-20,2023,Fraud Suspicion,Critical,Under Investigation,Internal Audit,3,2606.69,1,Payout Hold,1
V00355,20,2023-10-11,2023,Fraud Suspicion,High,Closed,User,8,3874.82,1,Seller Suspended,1
V00356,20,2023-04-26,2023,Policy Breach,Medium,Closed,User,11,253.82,0,Warning Issued,1
V00357,20,2023-09-05,2023,Regulatory Non-Compliance,High,Escalated,User,16,3432.19,1,Listing Removed,0
V00358,20,2024-12-02,2024,Policy Breach,Medium,Closed,User,14,1238.39,0,Warning Issued,1
V00359,20,2024-01-10,2024,Late Fulfillment,Medium,Open,User,9,1202.97,0,Seller Suspended,1
V00360,20,2024-03-15,2024,Policy Breach,High,Closed,User,6,1323.23,0,Seller Suspended,1
V00361,20,2024-12-20,2024,Listing Misrepresentation,Medium,Open,Compliance Team,10,404.89,0,No Action,0
V00362,20,2024-06-27,2024,Policy Breach,High,Closed,User,15,2186.61,0,Payout Hold,1
V00363,21,2021-11-10,2021,Policy Breach,Low,Closed,Compliance Team,3,298.01,0,No Action,1
V00364,21,2021-02-17,2021,Fraud Suspicion,High,Open,User,7,2071.24,1,Listing Removed,0
V00365,21,2021-07-18,2021,Fraud Suspicion,Medium,Closed,User,4,361.84,1,Listing Removed,1
V00366,21,2022-04-08,2022,Late Fulfillment,Medium,Open,Internal Audit,2,1121.61,0,Payout Hold,1
V00367,21,2022-03-28,2022,Late Fulfillment,Medium,Closed,System Detection,5,744.76,0,Payout Hold,1
V00368,21,2023-11-23,2023,Policy Breach,Medium,Open,System Detection,1,511.05,0,Payout Hold,1
V00369,21,2024-09-27,2024,Fraud Suspicion,Critical,Under Investigation,Compliance Team,15,4636.31,1,Payout Hold,0
V00370,21,2024-04-11,2024,Listing Misrepresentation,High,Under Investigation,System Detection,5,3015.54,0,No Action,0
V00371,21,2024-07-26,2024,Fraud Suspicion,Critical,Under Investigation,User,14,6546.36,1,Seller Suspended,0
V00372,21,2024-10-27,2024,Product Quality Issue,High,Escalated,User,1,1650.42,1,Seller Suspended,1
V00373,21,2024-06-07,2024,Policy Breach,High,Under Investigation,Internal Audit,12,3762.46,0,Seller Suspended,1
V00374,21,2024-11-28,2024,Counterfeit Risk,High,Escalated,User,8,3790.48,1,No Action,0
V00375,21,2025-02-02,2025,Listing Misrepresentation,High,Escalated,User,13,2118.46,0,Seller Suspended,0
V00376,21,2025-01-04,2025,Listing Misrepresentation,Medium,Escalated,User,18,1250.7,0,No Action,1
V00377,21,2025-11-26,2025,Counterfeit Risk,Critical,Under Investigation,User,17,2973.52,0,Listing Removed,0
V00378,21,2025-09-09,2025,Late Fulfillment,High,Closed,User,13,1459.88,0,Seller Suspended,1
V00379,22,2021-01-16,2021,Late Fulfillment,Medium,Under Investigation,System Detection,13,1371.76,0,Warning Issued,1
V00380,22,2022-12-16,2022,Fraud Suspicion,Medium,Escalated,Compliance Team,19,1112.09,1,Warning Issued,0
V00381,22,2022-10-27,2022,Product Quality Issue,High,Escalated,User,8,1859.55,0,Seller Suspended,1
V00382,22,2022-09-06,2022,Fraud Suspicion,High,Closed,User,12,2917.94,1,Listing Removed,1
V00383,22,2022-06-15,2022,Policy Breach,Medium,Escalated,Compliance Team,3,759.78,0,Seller Suspended,0
V00384,22,2022-03-11,2022,Policy Breach,High,Closed,Compliance Team,19,2030.36,0,Seller Suspended,1
V00385,22,2022-03-20,2022,Policy Breach,High,Closed,Compliance Team,8,3376.83,0,No Action,1
V00386,22,2023-02-17,2023,Product Quality Issue,Medium,Closed,Compliance Team,9,938.06,0,Warning Issued,1
V00387,22,2023-11-23,2023,Policy Breach,Medium,Under Investigation,Compliance Team,7,716.65,0,No Action,1
V00388,22,2024-10-12,2024,Policy Breach,Critical,Closed,Compliance Team,9,6316.69,1,Listing Removed,1
V00389,22,2025-08-05,2025,Policy Breach,Medium,Under Investigation,Compliance Team,4,1047.81,0,Warning Issued,0
V00390,22,2025-05-04,2025,Fraud Suspicion,Critical,Escalated,User,18,4989.3,1,Listing Removed,0
V00391,22,2025-01-23,2025,Listing Misrepresentation,Critical,Closed,Compliance Team,10,6235.15,1,Seller Suspended,1
V00392,23,2021-01-09,2021,Policy Breach,High,Under Investigation,System Detection,10,1294.02,0,Payout Hold,0
V00393,23,2021-11-16,2021,Regulatory Non-Compliance,Medium,Escalated,User,2,358.54,0,No Action,0
V00394,23,2022-08-13,2022,Late Fulfillment,Critical,Under Investigation,User,8,7200.53,1,Seller Suspended,0
V00395,23,2022-03-19,2022,Policy Breach,Critical,Under Investigation,User,17,6334.22,0,Payout Hold,0
V00396,23,2022-01-09,2022,Policy Breach,High,Under Investigation,User,3,1870.86,0,Listing Removed,0
V00397,23,2023-04-16,2023,Late Fulfillment,Low,Closed,Compliance Team,2,543.25,0,No Action,1
V00398,23,2024-04-11,2024,Fraud Suspicion,Critical,Escalated,User,3,3138.49,1,Seller Suspended,1
V00399,23,2025-10-01,2025,Product Quality Issue,Medium,Closed,System Detection,10,906.47,0,Warning Issued,1
V00400,23,2025-02-14,2025,Product Quality Issue,Low,Closed,User,14,39.11,0,Warning Issued,1
V00401,23,2025-06-16,2025,Listing Misrepresentation,High,Escalated,User,9,1363.03,0,Seller Suspended,0
V00402,24,2021-11-18,2021,Late Fulfillment,Low,Under Investigation,User,3,335.8,0,Warning Issued,0
V00403,24,2021-12-13,2021,Fraud Suspicion,Low,Under Investigation,User,15,351.34,1,No Action,0
V00404,24,2021-04-28,2021,Late Fulfillment,High,Under Investigation,System Detection,15,2659.1,0,Listing Removed,0
V00405,24,2021-11-05,2021,Late Fulfillment,High,Escalated,System Detection,8,1494.2,0,Warning Issued,0
V00406,24,2021-04-27,2021,Fraud Suspicion,Critical,Escalated,Compliance Team,7,6194.11,1,Listing Removed,0
V00407,24,2021-04-24,2021,Late Fulfillment,Critical,Under Investigation,User,9,5994.39,0,Seller Suspended,0
V00408,24,2022-07-20,2022,Counterfeit Risk,Low,Open,System Detection,5,87.34,0,No Action,0
V00409,24,2023-11-26,2023,Listing Misrepresentation,High,Escalated,Internal Audit,11,2409.74,0,Seller Suspended,1
V00410,24,2023-10-23,2023,Policy Breach,Medium,Open,Compliance Team,8,1114.28,0,Warning Issued,0
V00411,24,2024-05-21,2024,Late Fulfillment,Low,Closed,Compliance Team,12,187.83,0,Listing Removed,1
V00412,24,2025-04-12,2025,Late Fulfillment,Medium,Under Investigation,User,9,1087.11,0,Payout Hold,1
V00413,24,2025-12-10,2025,Fraud Suspicion,Medium,Closed,System Detection,2,828.36,1,Warning Issued,1
V00414,24,2025-12-10,2025,Late Fulfillment,High,Open,User,7,2490.87,0,Payout Hold,0
V00415,25,2021-08-18,2021,Listing Misrepresentation,Low,Open,System Detection,5,225.94,0,Warning Issued,0
V00416,25,2021-05-16,2021,Product Quality Issue,Critical,Closed,User,1,5621.0,0,Payout Hold,1
V00417,25,2021-07-21,2021,Regulatory Non-Compliance,Medium,Closed,User,4,399.31,0,Listing Removed,1
V00418,25,2022-01-28,2022,Late Fulfillment,Low,Closed,Compliance Team,7,57.53,0,Warning Issued,1
V00419,25,2023-11-19,2023,Late Fulfillment,Low,Escalated,User,4,170.51,0,No Action,0
V00420,25,2024-09-12,2024,Fraud Suspicion,Critical,Escalated,Internal Audit,8,7815.2,1,Listing Removed,0
V00421,25,2024-03-03,2024,Product Quality Issue,Medium,Escalated,User,6,405.7,0,No Action,0
V00422,25,2025-03-08,2025,Fraud Suspicion,Low,Closed,User,5,509.75,1,No Action,1
V00423,25,2025-02-14,2025,Listing Misrepresentation,High,Closed,User,16,2623.79,0,Listing Removed,1
V00424,25,2025-08-14,2025,Product Quality Issue,Medium,Closed,User,13,1008.19,0,No Action,1
V00425,25,2025-10-27,2025,Listing Misrepresentation,High,Under Investigation,User,5,1746.3,1,Payout Hold,0
V00426,26,2021-01-22,2021,Late Fulfillment,High,Escalated,User,10,2035.55,0,Listing Removed,1
V00427,26,2021-07-03,2021,Late Fulfillment,Medium,Under Investigation,Internal Audit,10,523.92,0,Warning Issued,0
V00428,26,2021-04-28,2021,Fraud Suspicion,High,Open,System Detection,2,1277.13,1,No Action,0
V00429,26,2021-05-15,2021,Fraud Suspicion,High,Under Investigation,User,3,2561.52,1,Listing Removed,0
V00430,26,2021-11-26,2021,Policy Breach,Critical,Under Investigation,User,16,7422.07,1,Seller Suspended,0
V00431,26,2021-12-03,2021,Fraud Suspicion,Medium,Under Investigation,System Detection,14,828.17,1,Warning Issued,0
V00432,26,2022-04-26,2022,Counterfeit Risk,Critical,Escalated,Internal Audit,2,2613.95,0,Payout Hold,0
V00433,26,2022-01-16,2022,Late Fulfillment,Medium,Escalated,User,5,967.33,0,No Action,0
V00434,26,2022-02-23,2022,Late Fulfillment,High,Escalated,User,9,2132.28,0,Warning Issued,1
V00435,26,2022-11-25,2022,Listing Misrepresentation,High,Under Investigation,Compliance Team,7,3886.31,0,Payout Hold,0
V00436,26,2023-05-17,2023,Regulatory Non-Compliance,Medium,Escalated,User,19,295.52,0,Warning Issued,1
V00437,26,2023-02-20,2023,Fraud Suspicion,High,Under Investigation,User,13,1048.12,1,Listing Removed,0
V00438,26,2023-10-26,2023,Policy Breach,Medium,Closed,Compliance Team,17,427.89,0,Listing Removed,1
V00439,26,2023-05-16,2023,Listing Misrepresentation,High,Under Investigation,Compliance Team,5,1391.24,0,Listing Removed,0
V00440,26,2023-11-04,2023,Late Fulfillment,Low,Closed,User,12,392.06,0,Warning Issued,1
V00441,26,2023-06-27,2023,Product Quality Issue,High,Escalated,User,5,2438.38,0,Seller Suspended,1
V00442,26,2024-01-04,2024,Late Fulfillment,High,Under Investigation,Internal Audit,1,1656.08,0,Warning Issued,0
V00443,26,2024-10-15,2024,Listing Misrepresentation,Medium,Closed,Compliance Team,15,982.03,0,No Action,1
V00444,26,2024-07-25,2024,Product Quality Issue,High,Closed,Compliance Team,4,2517.84,0,Seller Suspended,1
V00445,26,2024-07-11,2024,Policy Breach,Medium,Closed,Compliance Team,3,427.76,0,Warning Issued,1
V00446,26,2025-05-13,2025,Fraud Suspicion,High,Open,Compliance Team,4,2252.77,1,Payout Hold,0
V00447,26,2025-05-07,2025,Fraud Suspicion,Low,Closed,Internal Audit,18,39.65,1,Listing Removed,1
V00448,26,2025-11-16,2025,Fraud Suspicion,High,Escalated,User,9,3183.77,1,Listing Removed,1
V00449,26,2025-10-18,2025,Fraud Suspicion,High,Closed,System Detection,14,1466.79,1,Listing Removed,1
V00450,26,2025-09-22,2025,Fraud Suspicion,High,Escalated,Internal Audit,7,1066.68,1,Listing Removed,0
V00451,26,2025-08-24,2025,Counterfeit Risk,High,Under Investigation,Compliance Team,5,2665.04,0,Seller Suspended,1
V00452,27,2021-03-04,2021,Product Quality Issue,Medium,Closed,User,4,958.22,0,Listing Removed,1
V00453,27,2021-10-16,2021,Policy Breach,Medium,Closed,Internal Audit,6,321.13,0,No Action,1
V00454,27,2022-08-01,2022,Listing Misrepresentation,Medium,Under Investigation,Compliance Team,6,1497.25,0,Listing Removed,0
V00455,27,2022-07-28,2022,Late Fulfillment,Low,Closed,System Detection,12,358.79,0,Warning Issued,1
V00456,27,2023-02-03,2023,Policy Breach,Low,Closed,Compliance Team,16,55.39,0,Listing Removed,1
V00457,27,2023-11-05,2023,Regulatory Non-Compliance,Low,Under Investigation,User,14,590.22,0,Warning Issued,1
V00458,27,2023-06-22,2023,Product Quality Issue,Low,Closed,Internal Audit,19,23.37,0,Warning Issued,1
V00459,27,2024-04-26,2024,Fraud Suspicion,Medium,Open,Internal Audit,16,1019.29,1,Payout Hold,0
V00460,27,2024-02-15,2024,Late Fulfillment,High,Open,User,16,3067.1,0,Payout Hold,0
V00461,27,2024-12-16,2024,Listing Misrepresentation,High,Escalated,User,19,3420.9,1,Payout Hold,0
V00462,27,2025-04-08,2025,Product Quality Issue,Medium,Open,User,15,1343.93,0,Warning Issued,0
V00463,27,2025-12-03,2025,Late Fulfillment,Medium,Under Investigation,Internal Audit,14,852.0,0,Warning Issued,0
V00464,28,2021-09-24,2021,Product Quality Issue,High,Under Investigation,User,3,1101.51,0,Payout Hold,0
V00465,28,2021-01-27,2021,Policy Breach,Low,Under Investigation,Internal Audit,10,395.0,0,Listing Removed,0
V00466,28,2021-03-27,2021,Late Fulfillment,Critical,Under Investigation,System Detection,10,7535.21,0,Payout Hold,0
V00467,28,2022-05-14,2022,Late Fulfillment,High,Under Investigation,System Detection,7,1421.02,0,Warning Issued,0
V00468,28,2023-12-06,2023,Policy Breach,Medium,Closed,Internal Audit,11,253.42,0,Listing Removed,1
V00469,28,2025-04-05,2025,Product Quality Issue,High,Closed,System Detection,11,3980.89,0,Seller Suspended,1
V00470,28,2025-07-25,2025,Policy Breach,High,Closed,User,6,3267.32,0,Payout Hold,1
V00471,28,2025-07-19,2025,Policy Breach,High,Escalated,User,6,2826.28,0,No Action,0
V00472,28,2025-08-09,2025,Product Quality Issue,Low,Closed,User,16,318.45,1,Warning Issued,1
V00473,29,2021-04-13,2021,Counterfeit Risk,Low,Open,Compliance Team,12,321.15,0,No Action,0
V00474,29,2021-12-26,2021,Policy Breach,High,Escalated,System Detection,7,2489.91,0,Payout Hold,0
V00475,29,2022-04-13,2022,Product Quality Issue,Medium,Closed,User,12,1106.36,0,Warning Issued,1
V00476,29,2022-08-01,2022,Counterfeit Risk,Critical,Escalated,User,4,4107.74,0,Listing Removed,0
V00477,29,2022-12-06,2022,Listing Misrepresentation,High,Under Investigation,System Detection,2,3074.67,0,No Action,0
V00478,29,2023-01-08,2023,Late Fulfillment,High,Escalated,Compliance Team,6,1536.91,0,Listing Removed,0
V00479,29,2024-08-17,2024,Late Fulfillment,Medium,Under Investigation,Internal Audit,5,1236.25,0,Warning Issued,0
V00480,29,2024-05-24,2024,Late Fulfillment,High,Escalated,User,3,1259.27,0,Seller Suspended,0
V00481,29,2024-12-18,2024,Late Fulfillment,Critical,Escalated,Internal Audit,9,4370.99,0,Payout Hold,0
V00482,29,2025-07-07,2025,Late Fulfillment,Medium,Closed,Compliance Team,11,1121.69,0,Payout Hold,1
V00483,29,2025-11-25,2025,Product Quality Issue,High,Under Investigation,User,7,1597.34,0,Payout Hold,0
V00484,29,2025-06-01,2025,Regulatory Non-Compliance,High,Closed,Compliance Team,12,3512.56,0,Payout Hold,1
V00485,30,2021-03-27,2021,Counterfeit Risk,High,Escalated,Internal Audit,10,2420.29,0,Payout Hold,1
V00486,30,2021-02-20,2021,Fraud Suspicion,High,Closed,User,2,2611.24,1,Listing Removed,1
V00487,30,2021-02-02,2021,Regulatory Non-Compliance,High,Escalated,Compliance Team,5,3447.08,0,Payout Hold,1
V00488,30,2022-09-12,2022,Fraud Suspicion,High,Open,User,3,1554.33,1,Listing Removed,0
V00489,30,2023-02-12,2023,Fraud Suspicion,Critical,Escalated,System Detection,8,3180.5,1,Payout Hold,0
V00490,30,2023-01-09,2023,Policy Breach,High,Open,Compliance Team,7,3805.63,0,Seller Suspended,1
V00491,30,2023-11-10,2023,Fraud Suspicion,Medium,Under Investigation,User,10,366.21,1,No Action,0
V00492,30,2024-10-01,2024,Late Fulfillment,Medium,Closed,User,7,927.46,0,Listing Removed,1
V00493,30,2025-04-03,2025,Listing Misrepresentation,Low,Escalated,Compliance Team,6,62.32,0,No Action,1
V00494,30,2025-03-06,2025,Policy Breach,High,Closed,System Detection,11,2223.73,0,Listing Removed,1
V00495,30,2025-10-26,2025,Policy Breach,High,Closed,System Detection,5,2289.17,0,Listing Removed,1
V00496,31,2021-05-12,2021,Late Fulfillment,Critical,Under Investigation,System Detection,13,3981.48,0,Seller Suspended,1
V00497,31,2021-05-21,2021,Product Quality Issue,Low,Under Investigation,System Detection,9,448.07,0,Payout Hold,1
V00498,31,2021-10-04,2021,Regulatory Non-Compliance,Low,Closed,User,2,150.0,0,Warning Issued,1
V00499,31,2022-03-07,2022,Fraud Suspicion,High,Escalated,User,5,1041.28,1,Seller Suspended,0
V00500,31,2022-12-21,2022,Fraud Suspicion,Critical,Under Investigation,User,7,5992.78,1,Payout Hold,1
V00501,31,2022-11-08,2022,Regulatory Non-Compliance,High,Open,Internal Audit,6,1178.78,1,Seller Suspended,0
